fighter_id,canonical_name,first_name,last_name,nickname,dob,height_cm,weight_lbs,reach_in,stance,ufc_url_slug
1123,Derek Brunson,Derek,Brunson,The One,1984-01-04,185.4,185.0,77.0,Southpaw,b1a3e0aca758b322
1124,Derek Campos,Derek,Campos,The Stallion,1988-04-01,175.3,155.0,,,aa8dc72b3a1f761c
1125,Derek Downey,Derek,Downey,,1980-04-27,185.4,185.0,,Orthodox,b05086131c6f5dc5
1126,Derek Getzel,Derek,Getzel,The Pretzel,,182.9,155.0,,,42883268854b78be
1127,Deron Winn,Deron,Winn,,1989-06-13,167.6,185.0,70.0,Orthodox,483a953b18d73bb3
1128,Derrick Burnsed,Derrick,Burnsed,,,,155.0,,,2213330f082f82d5
1129,Derrick Krantz,Derrick,Krantz,D-Rock,1988-01-13,177.8,170.0,72.0,Orthodox,714e1e0681ddb703
1130,Derrick Lewis,Derrick,Lewis,The Black Beast,1985-02-07,190.5,260.0,79.0,Orthodox,d3df1add9d9a7efb
1131,Derrick Mehmen,Derrick,Mehmen,Caveman,1985-05-30,193.0,205.0,,,6c7dafd03b6cc3f8
1132,Derrick Noble,Derrick,Noble,The Eraser,1978-08-14,175.3,170.0,,Southpaw,21321cdfba797c52
1133,Deshaun Johnson,Deshaun,Johnson,,,,167.0,,,bf97ad31eae89429
1134,Desmond Green,Desmond,Green,The Predator,1989-10-11,177.8,155.0,73.0,Southpaw,f046d724d2a84ac5
1135,Desmond Torres,Desmond,Torres,,1997-01-06,167.6,135.0,69.0,Orthodox,971aebf56267de20
1136,Devin Clark,Devin,Clark,Brown Bear,1990-04-12,182.9,205.0,75.0,Orthodox,cc7040fe76f0ef91
1137,Devin Cole,Devin,Cole,,1976-10-01,193.0,240.0,,Orthodox,1174782eacde9b0c
1138,Devin Johnson,Devin,Johnson,,,,,,,22f4b6cb6b1bd7fd
1139,Devin Powell,Devin,Powell,,1988-03-01,182.9,155.0,73.0,Orthodox,065eb44700e641a4
1140,Devin Smyth,Devin,Smyth,,1995-07-21,177.8,170.0,72.0,Switch,7684c8137b4545ba
1141,Devonte Smith,Devonte,Smith,King Kage,1993-07-30,175.3,155.0,76.0,Orthodox,207773daeb4afa7b
1142,Dewey Cooper,Dewey,Cooper,The Black Cobra,,,205.0,,,5efaaf313b652dd7
1143,Dhafir Harris,Dhafir,Harris,Dada 5000,1977-08-04,,257.0,,,0e96af5220d27ed4
1144,Dhiego Lima,Dhiego,Lima,,1989-01-31,188.0,170.0,75.0,Orthodox,e9213f53ddeca978
1145,Diana Belbita,Diana,Belbita,The Warrior Princess,1996-06-26,170.2,125.0,68.0,Orthodox,d7e40dca3ae125be
1146,Diego Brandao,Diego,Brandao,DB,1987-05-27,170.2,145.0,64.0,Orthodox,c2e3e67b5911bfb7
1147,Diego Ferreira,Diego,Ferreira,,1985-01-18,175.3,155.0,74.0,Orthodox,f53d4f21d1b5f2dc
1148,Diego Henrique da Silva,Diego,Henrique da Silva,Gaucho,1986-08-22,188.0,185.0,,Orthodox,1649770c649db6a5
1149,Diego Lopes,Diego,Lopes,,1994-12-30,180.3,145.0,72.0,Orthodox,f166e93d04a8c274
1150,Diego Nunes,Diego,Nunes,The Gun,1982-11-30,167.6,145.0,67.0,Orthodox,3a24769a4855040a
1151,Diego Rivas,Diego,Rivas,Pitbull,1991-11-11,172.7,145.0,69.0,Orthodox,09f579be4520394a
1152,Diego Sanchez,Diego,Sanchez,Nightmare,1981-12-31,177.8,170.0,72.0,Southpaw,82e7929bf6c2b689
1153,Diego Saraiva,Diego,Saraiva,The Octopus,1982-04-23,167.6,155.0,,Orthodox,4f4dac51adc1af4f
1154,Dieusel Berto,Dieusel,Berto,,,175.3,200.0,,,0db70ca89e1c7374
1155,Dileno Lopes,Dileno,Lopes,,1984-09-26,165.1,135.0,,,8270c00fae24c922
1156,Dillon Smith,Dillon,Smith,,,182.9,170.0,,,ffee353f55e3aa2c
1157,Dimitiri Wanderley,Dimitiri,Wanderley,,,,205.0,,Orthodox,a1d6b308781aa2f5
1158,Din Thomas,Din,Thomas,Dinyero,1976-09-28,175.3,155.0,,Orthodox,40a604761ca7d64d
1159,Ding Meng,Ding,Meng,The Assassin,1994-09-27,188.0,170.0,73.0,Orthodox,e0664abaa023fd6f
1160,Dinis Paiva Jr.,Dinis,Paiva Jr.,Sweetbread,1988-05-26,175.3,145.0,71.0,Southpaw,ad3a5e465c76e499
1161,Dino Pezao,Dino,Pezao,,,,205.0,,Orthodox,81b57acd6975ac06
1162,Dion Staring,Dion,Staring,Soldier,1978-06-09,185.4,235.0,,Orthodox,289a57039d742bfe
1163,Dione Barbosa,Dione,Barbosa,The Witch,1992-05-08,167.6,125.0,66.0,Orthodox,27b388f0aab49780
1164,Diyar Nurgozhay,Diyar,Nurgozhay,,1997-04-22,188.0,205.0,74.0,Southpaw,709fadb644ee3f51
1165,Djani Barbir,Djani,Barbir,,1997-08-09,190.5,185.0,79.0,Orthodox,d4baaa0630bf5798
1166,Djorden Santos,Djorden,Santos,Shakur,1997-08-01,182.9,185.0,75.0,Orthodox,312f7d7b2b2f7de4
1167,Dmitri Stepanov,Dmitri,Stepanov,,,190.5,217.0,,Orthodox,738acab0c6934dd8
1168,Dmitrii Smoliakov,Dmitrii,Smoliakov,The Lifeguard,1982-08-05,188.0,253.0,74.0,Switch,75afb06215a07341
1169,Dmitry Poberezhets,Dmitry,Poberezhets,,1985-06-11,190.5,237.0,,,9756095cb76b67c3
1170,Dmitry Sosnovskiy,Dmitry,Sosnovskiy,Wicked Machine,1989-07-06,190.5,240.0,77.0,Orthodox,85ff1b9471d35238
1171,Dokonjonosuke Mishima,Dokonjonosuke,Mishima,,1972-04-19,170.2,155.0,,Southpaw,b14a68c533f4a4aa
1172,Dom Mar Fan,Dom,Mar Fan,Street Buddha,2000-03-19,180.3,155.0,75.0,Orthodox,530af2900b5a1693
1173,Domingo Pilarte,Domingo,Pilarte,Son of Fire,1990-01-05,182.9,135.0,73.0,Southpaw,4bf6b225ff6099c4
1174,Dominic Brown,Dominic,Brown,,1982-06-04,180.3,190.0,,,52b3ec072ad497a4
1175,Dominic Clark,Dominic,Clark,,1985-08-01,177.8,155.0,,,8a64b3f87ad29d1e
1176,Dominic Waters,Dominic,Waters,Sho Nuff,1989-04-11,185.4,170.0,79.0,Orthodox,2de91c2244ad7e89
1177,Dominick Cruz,Dominick,Cruz,The Dominator,1985-03-09,172.7,135.0,68.0,Orthodox,10f3ba6cd2f44a97
1178,Dominick Reyes,Dominick,Reyes,The Devastator,1989-12-26,193.0,205.0,77.0,Southpaw,2e19380f34871c6a
1179,Dominik Humburger,Dominik,Humburger,,1996-01-03,,185.0,,,e4cbc82c36e47299
1180,Dominique Steele,Dominique,Steele,Non-Stop Action-Packed,1988-01-27,177.8,170.0,74.0,Orthodox,68c11c27d4d56572
1181,Don Carlo-Clauss,Don,Carlo-Clauss,,,,170.0,,,f59a6de8a5dfe297
1182,Don Frye,Don,Frye,The Predator,1965-11-23,185.4,219.0,,Orthodox,271fe91f4ba9d2c5
1183,Don Madge,Don,Madge,Magic Man,1990-11-12,182.9,155.0,72.0,Southpaw,68c7ad953455c73f
1184,Don Shainis,Don,Shainis,Shameless,1990-09-16,167.6,145.0,67.0,Orthodox,da4628f173337902
1185,Don'Tale Mayes,Don'Tale,Mayes,Lord Kong,1992-01-16,198.1,260.0,81.0,Orthodox,1a9480fc288e55d7
1186,Donald Cerrone,Donald,Cerrone,Cowboy,1983-03-29,185.4,155.0,73.0,Orthodox,1d00756835ca67c9
1187,Donald Sanchez,Donald,Sanchez,,1984-08-18,177.8,145.0,,,bb140b121283acbb
1188,Donavon Frelow,Donavon,Frelow,,1985-01-20,170.2,135.0,,Orthodox,9aa56f004b2bca07
1189,Donavon Hedrick,Donavon,Hedrick,,1997-03-21,,185.0,,Orthodox,1004099ab87faa8d
1190,Dong Huaxiang,Dong,Huaxiang,,1998-08-21,160.0,115.0,61.0,Switch,bad82b681819b272
1191,Dong Hyun Kim,Dong Hyun,Kim,Stun Gun,1981-11-17,188.0,170.0,76.0,Southpaw,9bcf8603ceb25680
1192,Dong Hyun Ma,Dong Hyun,Ma,Maestro,1988-09-09,180.3,155.0,70.0,Orthodox,98a6b2361045898f
1193,Dong Sik Yoon,Dong Sik,Yoon,,1972-08-24,182.9,185.0,,Orthodox,ad99fa5325519169
1194,DongHun Choi,DongHun,Choi,,1999-01-02,165.1,125.0,66.0,Switch,3be16d817b36098b
1195,DongHyun Seo,DongHyun,Seo,Pinnacle,1990-08-22,170.2,145.0,67.0,Orthodox,0505e27a5d00704a
1196,Dongi Yang,Dongi,Yang,The Ox,1984-12-07,177.8,185.0,73.0,Southpaw,aed06011bf62237b
1197,Donnie Chappell,Donnie,Chappell,,,180.3,178.0,,Southpaw,8788beb528894f33
1198,Donnie Liles,Donnie,Liles,,,175.3,170.0,,Orthodox,a1bf037613180253
1199,Donny Walker,Donny,Walker,Eagle Eye,1980-01-04,175.3,135.0,,,e6147d5ab3685899
1200,Donovan Beard,Donovan,Beard,The Highlight Reel,1989-11-05,188.0,185.0,78.0,Orthodox,3a6ac598320ca7f2
1201,Donte Johnson,Donte,Johnson,Lock Jaw,1999-01-25,172.7,185.0,74.0,Southpaw,ad5cb64af10fc946
1202,Dooho Choi,Dooho,Choi,The Korean Superboy,1991-04-10,177.8,145.0,70.0,Orthodox,e93b04e308913c2e
1203,Dorian Price,Dorian,Price,,1977-08-20,190.5,170.0,,Southpaw,ee4b670e159f4a33
1204,Dorian Ramos,Dorian,Ramos,,1993-12-31,172.7,145.0,70.0,Orthodox,fa4dcb2c8de482ee
1205,Dos Caras Jr.,Dos,Caras Jr.,,1977-05-25,193.0,225.0,,Orthodox,155a02a8b4311057
1206,Doug Evans,Doug,Evans,,1980-10-10,175.3,155.0,,Orthodox,d3de4a24f7eefac8
1207,Doug Kay,Doug,Kay,,,,,,,547c5611bd366988
1208,Doug Marshall,Doug,Marshall,The Rhino,1975-09-09,177.8,205.0,,Orthodox,0c1773639c795466
1209,Douglas Lima,Douglas,Lima,The Phenom,1988-01-05,185.4,170.0,,,264111bf62662fbf
1210,Douglas Silva de Andrade,Douglas,Silva de Andrade,D Silva,1985-06-22,170.2,135.0,68.0,Orthodox,3a314d9fa7c6825d
1211,Drakkar Klose,Drakkar,Klose,,1988-03-09,175.3,155.0,70.0,Orthodox,7cbf7c78d3b34218
1212,Drako Rodriguez,Drako,Rodriguez,,1996-06-16,172.7,135.0,69.0,Orthodox,dc3b9cf7641b7ab6
1213,Drew Brokenshire,Drew,Brokenshire,,,,,,,aa571d75f80fde7d
1214,Drew Dimanlig,Drew,Dimanlig,,,,185.0,,,cc2ad11b1f9d818b
1215,Drew Dober,Drew,Dober,,1988-10-19,172.7,155.0,70.0,Southpaw,519e4fe37ce9ff75
1216,Drew Fickett,Drew,Fickett,The Master,1979-12-14,177.8,155.0,70.0,Orthodox,d814f5192e58fb2f
1217,Drew McFedries,Drew,McFedries,The Massacre,1978-07-27,182.9,185.0,72.0,Southpaw,1fd4fbdcc67de844
1218,Drew Pendleton,Drew,Pendleton,,1983-12-08,,145.0,,,34b634cb2471bdde
1219,Dricus Du Plessis,Dricus,Du Plessis,Stillknocks,1994-01-14,185.4,185.0,76.0,Switch,0d7b51c9d2649a6e
1220,Duane Ludwig,Duane,Ludwig,Bang,1978-08-04,177.8,170.0,70.0,Orthodox,84ac950d4c1722dd
1221,Duda Santana,Duda,Santana,Cowboyzinha,1996-01-10,170.2,145.0,73.0,Orthodox,d6ead04919a894b1
1222,Dusko Todorovic,Dusko,Todorovic,Thunder,1994-05-19,185.4,185.0,74.0,Orthodox,866fd7b1a6c90e7f
1223,Dustin Hazelett,Dustin,Hazelett,McLovin,1986-04-29,185.4,170.0,76.0,Orthodox,a149d6bc670cdb60
1224,Dustin Jacoby,Dustin,Jacoby,The Hanyak,1988-04-04,190.5,205.0,76.0,Orthodox,e4277e87a789d687
1225,Dustin Joynson,Dustin,Joynson,,1985-10-14,198.1,244.0,78.0,Orthodox,791367e8c35cfb6a
1226,Dustin Kimura,Dustin,Kimura,The Diamond,1989-05-21,170.2,135.0,71.0,Orthodox,fe91d254db77a7fc
1227,Dustin Moore,Dustin,Moore,,,162.6,125.0,,,831de97afe326478
1228,Dustin Neace,Dustin,Neace,The Beast,1986-09-12,175.3,145.0,69.0,,e503aa5c252a1b4d
1229,Dustin Ortiz,Dustin,Ortiz,,1988-12-25,165.1,125.0,65.0,Orthodox,f53c1f4ceeed8c08
1230,Dustin Pague,Dustin,Pague,The Disciple,1987-08-05,175.3,135.0,74.0,Orthodox,55f80a8aeffcdb33
1231,Dustin Poirier,Dustin,Poirier,The Diamond,1989-01-19,175.3,155.0,72.0,Southpaw,029eaff01e6bb8f0
1232,Dustin Stoltzfus,Dustin,Stoltzfus,,1991-11-15,182.9,185.0,75.0,Orthodox,71505842fb6455c3
1233,Dustin West,Dustin,West,,,180.3,170.0,,,5f5763b3a4de8dd4
1234,Dwayne Cason,Dwayne,Cason,,,177.8,212.0,,Orthodox,31c01fbc2586a5eb
1235,Dwight Grant,Dwight,Grant,The Body Snatcher,1984-09-14,185.4,185.0,76.0,Switch,8be158ca1e5ea6a0
1236,Dwight Joseph,Dwight,Joseph,,1989-08-16,167.6,135.0,,Switch,34ca93f1791a5c50
1237,Dylan Andrews,Dylan,Andrews,The Villain,1979-11-15,185.4,185.0,74.0,Switch,00debc804e2b1cd4
1238,Dylan Budka,Dylan,Budka,The Mindless Hulk,2000-01-14,182.9,185.0,75.0,Switch,a817e238b2747404
1239,Dylan Lockard,Dylan,Lockard,,1992-05-19,175.3,145.0,72.0,Orthodox,9caa254991a5a698
1240,Dylan Mantello,Dylan,Mantello,The Quiet Man,1992-11-19,185.4,155.0,73.0,Orthodox,e192ebb85b68fa9e
1241,Dylan Potter,Dylan,Potter,Big Poppa,1995-01-14,188.0,225.0,77.0,Switch,61e47575b24a06bf
1242,Dylan Salvador,Dylan,Salvador,,1993-05-20,175.3,155.0,69.0,Southpaw,a7a3fb5f6c67b122
1243,Ebenezer Fontes Braga,Ebenezer Fontes,Braga,Pitbull,1969-04-14,182.9,199.0,,Orthodox,dc950d59dc590aca
1244,Ed Herman,Ed,Herman,Short Fuse,1980-10-02,185.4,205.0,77.0,Orthodox,06f36cf4bd97ec77
1245,Ed Ratcliff,Ed,Ratcliff,9mm,1983-03-05,177.8,155.0,71.0,Orthodox,8c90c1563972e44d
1246,Eddie Alvarez,Eddie,Alvarez,,1984-01-11,175.3,155.0,69.0,Orthodox,33a331684283900f
1247,Eddie Gordon,Eddie,Gordon,Truck,1983-07-22,182.9,185.0,76.0,Orthodox,8cad40a75e5c97f5
1248,Eddie Mendez,Eddie,Mendez,,1984-01-16,177.8,185.0,,,49e49b54e5901d0d
1249,Eddie Ruiz,Eddie,Ruiz,,1967-06-10,170.2,155.0,,Orthodox,7b9aa973e5c04624
1250,Eddie Sanchez,Eddie,Sanchez,The Manic Hispanic,1982-11-04,188.0,230.0,74.0,Orthodox,7f0b4a75ef3039a3
1251,Eddie Wineland,Eddie,Wineland,,1984-06-26,170.2,135.0,69.0,Orthodox,fc9a9559a05f2704
1252,Eddie Yagin,Eddie,Yagin,The Filipino Phenom,1979-03-23,170.2,145.0,,Orthodox,cc84b68f862b466f
1253,Eddy Ellis,Eddy,Ellis,Fast,,175.3,170.0,,Orthodox,e60d773a0a42048a
1254,Eddy Millis,Eddy,Millis,,,185.4,185.0,,,f2c934689243fe4e
1255,Edgar Cardenas,Edgar,Cardenas,Kitty Katt,,,145.0,,,99a86b134dccc166
1256,Edgar Chairez,Edgar,Chairez,Puro Chicali,1996-01-27,170.2,125.0,71.0,Orthodox,5ef94841c4bc3f86
1257,Edgar Garcia,Edgar,Garcia,,1984-02-22,177.8,170.0,71.0,Orthodox,8d49545dadf9b919
1258,Edilberto de Oliveira,Edilberto,de Oliveira,Crocota,1982-11-22,182.9,170.0,,Orthodox,afdb76fbd86f6d11
1259,Edimilson Souza,Edimilson,Souza,Kevin,1984-10-17,182.9,145.0,74.0,Orthodox,6c7020b859c7a3ce
1260,Edivan Santos,Edivan,Santos,Pe De Sapo,1992-05-03,193.0,248.0,78.0,Orthodox,78719f6663ad9160
1261,Edmen Shahbazyan,Edmen,Shahbazyan,The Golden Boy,1997-11-20,188.0,185.0,75.0,Orthodox,4144798612ef96e5
1262,Ednaldo Oliveira,Ednaldo,Oliveira,Lula,1984-02-19,195.6,205.0,,Orthodox,acd9513399a8b09b
1263,Edson Barboza,Edson,Barboza,Junior,1986-01-21,180.3,155.0,75.0,Orthodox,64a50dad704d1d49
1264,Edson Berto,Edson,Berto,Little Tiger,1983-07-05,167.6,155.0,,Orthodox,66766984842c13dc
1265,Edson Drago,Edson,Drago,,1977-08-29,193.0,220.0,,Orthodox,f9c7fe2682af3802
1266,Edson Gomez,Edson,Gomez,,1991-02-23,172.7,170.0,69.0,Switch,e90f4291f93708e6
1267,Edson Silva,Edson,Silva,Paredao,,,205.0,,Orthodox,a1153013cb5f628f
1268,Eduarda Moura,Eduarda,Moura,Ronda,1994-02-28,167.6,125.0,67.0,Orthodox,de594b35c45c2e9a
1269,Eduardo Bustillos,Eduardo,Bustillos,,1987-06-02,172.7,135.0,,,f273f1b8df04c8a1
1270,Eduardo Chapolin,Eduardo,Chapolin,,1995-11-23,170.2,125.0,67.0,Orthodox,62f3039da2f92a8c
1271,Eduardo Dantas,Eduardo,Dantas,Dudu,1989-02-03,177.8,135.0,,,676a2e5ec4d7338c
1272,Eduardo Garagorri,Eduardo,Garagorri,,1989-05-28,175.3,145.0,70.0,Orthodox,7bde387d50829adf
1273,Eduardo Neves,Eduardo,Neves,Bebezao,2000-03-16,188.0,263.0,78.0,Orthodox,1d688fa375d9431c
1274,Eduardo Pamplona,Eduardo,Pamplona,,1973-02-20,180.3,170.0,,,f31c0905045fa100
1275,Eduardo Torres Caut,Eduardo,Torres Caut,Cyborg,1995-04-26,170.2,135.0,70.0,Orthodox,c8d46028907bcece
1276,Edward Faaloloto,Edward,Faaloloto,,1984-07-15,,155.0,70.0,Orthodox,6224e8d0a34264eb
1277,Edwin Aguilar,Edwin,Aguilar,Tigre,,177.8,185.0,,,6cadc0a0ba7dc015
1278,Edwin DeWees,Edwin,DeWees,Babyface,1982-08-07,185.4,185.0,,Orthodox,75bbd2206a15319f
1279,Edwin Figueroa,Edwin,Figueroa,El Feroz,1984-07-31,170.2,135.0,69.0,Orthodox,bbfca6d5c27d9cd8
1280,Efrain Escudero,Efrain,Escudero,Hecho En Mexico,1986-01-15,175.3,155.0,71.0,Orthodox,83fd97284f4bb4a4
1281,Egan Inoue,Egan,Inoue,,1965-07-04,175.3,190.0,,Southpaw,37a6c95201592fea
1282,Egidijus Valavicius,Egidijus,Valavicius,,,182.9,200.0,,Orthodox,fc1868f56d3036eb
1283,Eiji Ishikawa,Eiji,Ishikawa,,1979-10-12,177.8,170.0,,,eb89dc31949a1427
1284,Eiji Mitsuoka,Eiji,Mitsuoka,,1976-01-01,170.2,145.0,,Southpaw,2b4faacc16d66898
1285,Elaina Maxwell,Elaina,Maxwell,Beef,1978-12-16,172.7,145.0,,Orthodox,a16ce18149021139
1286,Eldari Kurtanidze,Eldari,Kurtanidze,,1972-04-16,167.6,235.0,,Orthodox,4c78fc005a53831d
1287,Eldo Xavier Dias,Eldo Xavier,Dias,,1964-07-16,180.3,180.0,,,ee5df903f80c6816
1288,Eli Aronov,Eli,Aronov,The Israeli Tank,1996-06-06,177.8,185.0,72.0,Orthodox,a90c200c3fbb22c4
1289,Eli Tamez,Eli,Tamez,Tomahawk,1985-08-22,170.2,135.0,,,bfd4d50591033a1f
1290,Elias Garcia,Elias,Garcia,,1992-09-13,165.1,125.0,67.0,Southpaw,ac5a7400da3a9a41
1291,Elias Silverio,Elias,Silverio,Xuxu,1986-09-22,180.3,155.0,73.0,Orthodox,52ba464d9068d871
1292,Elias Theodorou,Elias,Theodorou,The Spartan,1988-05-31,185.4,185.0,75.0,Orthodox,34f88592c0ab7a54
1293,Elias Urbina,Elias,Urbina,,1993-10-09,190.5,185.0,77.0,Southpaw,47fcdcaccb58ca80
1294,Eliezer Kubanza,Eliezer,Kubanza,,1997-12-23,175.3,170.0,74.0,Orthodox,66579081831db7b0
1295,Elijah Smith,Elijah,Smith,Swift,2002-09-05,175.3,135.0,71.0,Orthodox,7478b7f959ba61f5
1296,Eliot Marshall,Eliot,Marshall,Fire,1980-07-07,188.0,205.0,77.0,Orthodox,a08d909a5be6f410
1297,Elise Reed,Elise,Reed,,1992-12-05,160.0,115.0,63.0,Orthodox,ac7c765882f2c68c
1298,Elisha Ellison,Elisha,Ellison,The Snack Panther,1997-03-05,182.9,238.0,78.0,Orthodox,87e4a3a5080ee7ce
1299,Elisha Helsper,Elisha,Helsper,Knuckles,1983-02-06,167.6,135.0,,Orthodox,0971be7d94e109e1
1300,Elizabeth Phillips,Elizabeth,Phillips,,1986-08-20,167.6,135.0,65.0,Orthodox,dcbf01d605681ad1
1301,Elizeu Zaleski dos Santos,Elizeu,Zaleski dos Santos,Capoeira,1986-12-11,180.3,170.0,73.0,Orthodox,8adcbd525fab8d9b
1302,Elves Brener,Elves,Brener,,1997-09-27,177.8,155.0,72.0,Orthodox,48a9a128784d53d1
1303,Elvis Mutapcic,Elvis,Mutapcic,The King,1986-07-19,182.9,185.0,72.0,Orthodox,28c55b4087a6f136
1304,Elvis Sinosic,Elvis,Sinosic,The King of Rock n' Rumble,1971-02-13,190.5,205.0,77.0,Orthodox,817e0bdf08efce2e
1305,Emanuel Newton,Emanuel,Newton,The Hardcore Kid,1984-01-02,185.4,205.0,,,fbbbc68d368832fa
1306,Emil Meek,Emil,Meek,Valhalla,1988-08-20,180.3,170.0,74.0,Switch,103b06d8707895a9
1307,Emiliano Linares,Emiliano,Linares,Golden Bull,1997-04-21,172.7,145.0,72.0,Orthodox,a4ef92274a45143d
1308,Emiliano Sordi,Emiliano,Sordi,He-Man,1991-02-15,188.0,205.0,,Orthodox,4c9b84d559822830
1309,Emilio Chavez,Emilio,Chavez,,,175.3,145.0,,,84e8920e59ff14a7
1310,Emilio Cuellar,Emilio,Cuellar,Show Kid,,,125.0,,,3aeb69b4a13ff0e8
1311,Emily Ducote,Emily,Ducote,Gordinha,1994-01-01,157.5,115.0,63.0,Orthodox,02f8fedc18cbd26c
1312,Emily Fernandez,Emily,Fernandez,,,,,,,7ee1babb99f30115
1313,Emily Kagan,Emily,Kagan,,1981-07-14,160.0,115.0,,,c1ea9d56cd953586
1314,Emily Whitmire,Emily,Whitmire,Spitfire,1991-05-24,165.1,125.0,63.0,Orthodox,b3d21b2610dcfaeb
1315,Emmanuel Sanchez,Emmanuel,Sanchez,El Matador,1990-08-11,175.3,145.0,71.0,,243a336eaa2d2eb4
1316,Emmanuel Yarborough,Emmanuel,Yarborough,,1960-09-05,203.2,770.0,,Open Stance,2299605af59fd309
1317,Emrah Sonmez,Emrah,Sonmez,Anatolian Wolf,1992-06-26,177.8,145.0,71.0,Orthodox,fe759b24e344d7eb
1318,Enrique Barzola,Enrique,Barzola,El Fuerte,1989-04-28,170.2,145.0,70.0,Orthodox,be0b310a12eb80b4
1319,Enrique Marin,Enrique,Marin,Wasabi,1986-09-02,177.8,170.0,,,23a6e307077c6ccc
1320,Enrique Watson,Enrique,Watson,,,,185.0,,,a99d4aa689bdca18
1321,Enson Inoue,Enson,Inoue,Yamato Damashii,1967-04-15,177.8,210.0,,Orthodox,0cf935519d439ba6
1322,EoJin Park,EoJin,Park,Young Boss,2001-12-26,182.9,145.0,71.0,Orthodox,f79e7f138bf50cc0
1323,Eperaim Ginting,Eperaim,Ginting,The Wolfman,1995-11-30,162.6,135.0,64.0,Orthodox,bad8ed7d714f1493
1324,Eric Bedard,Eric,Bedard,Lucky Strikes,1984-09-11,188.0,239.0,,,ce05955c26c3c090
1325,Eric Castile,Eric,Castile,,,172.7,145.0,,,a0a69dc9914ef6e1
1326,Eric Esch,Eric,Esch,Butterbean,1968-08-03,180.3,350.0,,Orthodox,0e4daed84a8f39a6
1327,Eric Galvan,Eric,Galvan,,,,155.0,,,ad3fdba28a7540cf
1328,Eric Irvin,Eric,Irvin,,1986-01-10,172.7,155.0,,,a47c2a6e24757932
1329,Eric Jacob,Eric,Jacob,,,,155.0,,,ba17afef01ed78b6
1330,Eric Lawson,Eric,Lawson,,,182.9,185.0,,Orthodox,38e5d9dcb0fddc42
1331,Eric Magana,Eric,Magana,,,,,,,8db1b36dde268ef6
1332,Eric Martin,Eric,Martin,,,,,,,abbc4fc02e0d84b3
1333,Eric McConico,Eric,McConico,,1990-05-09,182.9,185.0,77.0,Southpaw,9508cc6184cb2450
1334,Eric Nolan,Eric,Nolan,Nightime,1997-09-13,188.0,185.0,74.0,Orthodox,64b12fe31be7560c
1335,Eric Schafer,Eric,Schafer,Red,1977-09-20,190.5,185.0,76.0,Orthodox,f59f1d3a2ff13edd
1336,Eric Schambari,Eric,Schambari,,1978-04-22,180.3,185.0,,Orthodox,66e981516e2476d1
1337,Eric Schwartz,Eric,Schwartz,,,,205.0,,,79cbdf233e5e0496
1338,Eric Shelton,Eric,Shelton,Showtime,1991-02-02,167.6,125.0,68.0,Orthodox,a0c64f272b65d441
1339,Eric Smith,Eric,Smith,,,,,,Southpaw,9114c8ded5ccd71d
1340,Eric Spicely,Eric,Spicely,Zebrinha,1986-09-29,185.4,185.0,73.0,Orthodox,b9664eae2ac75262
1341,Eric Steenberg,Eric,Steenberg,,1983-06-22,,155.0,,,377bc9dc0b2745f9
1342,Eric Wisely,Eric,Wisely,Little Lee,1984-07-25,172.7,145.0,,Southpaw,53f84637dfffab7a
1343,Eric Wray,Eric,Wray,,,182.9,170.0,,Orthodox,eb6edce3028f05c0
1344,Erick Gonzalez,Erick,Gonzalez,The Ghost Pepper,1992-01-20,180.3,155.0,75.0,Orthodox,a2ccf35a88346a91
1345,Erick Montano,Erick,Montano,Perry,1985-11-19,182.9,170.0,73.0,Orthodox,8163cd7de0342652
1346,Erick Sanchez,Erick,Sanchez,,1990-10-04,177.8,145.0,,,ef3663798164adf0
1347,Erick Silva,Erick,Silva,,1984-06-21,182.9,170.0,74.0,Orthodox,5866fc86183a9fb8
1348,Erick Wanderlei,Erick,Wanderlei,,,185.4,205.0,,Orthodox,d57e6a8971b6d2bd
1349,Ericka Almeida,Ericka,Almeida,,1989-03-05,167.6,115.0,,Orthodox,67a992d4cff22466
1350,Erik Apple,Erik,Apple,,1977-08-26,182.9,170.0,,Orthodox,1ccff7f0cfdf85eb
1351,Erik Koch,Erik,Koch,Phoenix,1988-10-04,177.8,170.0,71.0,Southpaw,99bd87a300079ed9
1352,Erik Perez,Erik,Perez,Goyito,1989-11-19,172.7,135.0,68.0,Orthodox,af62f99eb7606308
1353,Erik Silva,Erik,Silva,The King,1987-03-16,175.3,145.0,71.0,Orthodox,21b813b919776d90
1354,Erin Blanchfield,Erin,Blanchfield,Cold Blooded,1999-05-04,162.6,125.0,66.0,Orthodox,669970f7feba8ecd
1355,Erisson Ferreira,Erisson,Ferreira,Gato,1991-05-03,167.6,125.0,70.0,Orthodox,1c2a8915f8431507
1356,Ernest Chavez,Ernest,Chavez,EJ,1983-06-27,172.7,145.0,70.0,Orthodox,b406da701c479076
1357,Ernesta Kareckaite,Ernesta,Kareckaite,Heavy-Handed,1998-07-05,175.3,125.0,71.0,Orthodox,e4faa79383c9f214
1358,Ernie Juarez,Ernie,Juarez,The Young Titan,1998-01-12,172.7,145.0,70.0,,410898e8dd6ca9b6
1359,Ernie Verdicia,Ernie,Verdicia,,,180.3,199.0,,Orthodox,2b1587a3376ab743
